계산방식,전략id,신호종목,실행상품코드,방향,진입ma,청산ma,추세ma,거래수,정상청산수,마감1519청산수,최대동시open,승률_pct,평균순수익률_pct,중앙순수익률_pct,평균보유분,최악거래_pct,최고거래_pct,누적복리손익,최종복리자본,누적복리수익률_pct,mdd_pct
KRX_CONTINUOUS_AFTERNOON,DS004580,SK하이닉스,0197X0,SHORT,10/20,20/30,5,95,56,39,3,40.00,-0.2015,-0.2000,21.24,-6.7765,6.0735,-187761,812239,-18.7761,-22.0029
KRX_CONTINUOUS_AFTERNOON,DS002686,삼성전자,0193L0,SHORT,10/20,10/20,20,50,38,12,1,32.00,-0.4090,-0.4162,16.90,-3.4744,3.0450,-187932,812068,-18.7932,-20.6113
KRX_CONTINUOUS_AFTERNOON,DS003106,삼성전자,0193W0,LONG,5/20,3/30,20,74,53,21,2,32.43,-0.2658,-0.4731,15.86,-6.2806,6.2870,-187971,812029,-18.7971,-24.4297
KRX_CONTINUOUS_AFTERNOON,DS003225,SK하이닉스,0193T0,LONG,5/30,3/30,10,90,67,23,2,26.67,-0.2129,-0.5169,12.86,-4.4879,8.9445,-188215,811785,-18.8215,-19.8814
KRX_CONTINUOUS_AFTERNOON,DS002311,SK하이닉스,0193T0,LONG,10/30,5/20,NONE,93,73,20,2,30.11,-0.2109,-0.6354,12.74,-3.9594,6.6293,-189128,810872,-18.9128,-22.4223
KRX_CONTINUOUS_AFTERNOON,DS000068,SK하이닉스,0197X0,SHORT,3/10,3/5,5,230,211,19,1,36.52,-0.0843,-0.2334,5.29,-3.5278,5.0322,-189279,810721,-18.9279,-25.6886
KRX_CONTINUOUS_AFTERNOON,DS002302,삼성전자,0193L0,SHORT,5/30,5/20,20,76,58,18,2,38.16,-0.2631,-0.2373,16.74,-8.6059,4.9865,-189446,810554,-18.9446,-24.9421
KRX_CONTINUOUS_AFTERNOON,DS001784,SK하이닉스,0193T0,LONG,5/30,3/20,5,107,87,20,2,29.91,-0.1801,-0.5698,11.79,-4.4879,7.4596,-189460,810540,-18.9460,-25.3609
KRX_CONTINUOUS_AFTERNOON,DS000179,삼성전자,0193W0,LONG,3/20,3/5,30,93,85,8,2,21.51,-0.2217,-0.3600,4.51,-1.9872,5.4012,-189625,810375,-18.9625,-20.9352
KRX_CONTINUOUS_AFTERNOON,DS003083,SK하이닉스,0193T0,LONG,5/20,3/30,30,66,51,15,2,30.30,-0.3017,-0.6162,13.27,-4.4292,6.3760,-189648,810352,-18.9648,-21.7080
KRX_CONTINUOUS_AFTERNOON,DS003418,SK하이닉스,0193T0,LONG,3/10,5/30,20,117,90,27,4,30.77,-0.1472,-0.6726,16.17,-4.4879,7.9681,-189657,810343,-18.9657,-37.7465
KRX_CONTINUOUS_AFTERNOON,DS004572,SK하이닉스,0193T0,LONG,10/20,20/30,50,52,33,19,2,34.62,-0.3845,-0.3738,18.73,-4.4526,5.4936,-190374,809626,-19.0374,-25.1759
KRX_CONTINUOUS_AFTERNOON,DS004511,삼성전자,0193L0,SHORT,3/20,20/30,30,84,55,29,4,33.33,-0.2277,-0.3029,19.70,-4.3319,6.5217,-190654,809346,-19.0654,-30.6772
KRX_CONTINUOUS_AFTERNOON,DS002827,삼성전자,0193L0,SHORT,10/30,10/20,NONE,86,62,24,3,34.88,-0.2386,-0.2418,17.72,-3.6427,2.8744,-190727,809273,-19.0727,-25.1324
KRX_CONTINUOUS_AFTERNOON,DS004246,SK하이닉스,0197X0,SHORT,10/30,10/30,20,68,47,21,1,32.35,-0.2950,-0.6127,21.79,-5.5671,6.1305,-190823,809177,-19.0823,-20.6210
KRX_CONTINUOUS_AFTERNOON,DS001295,삼성전자,0193L0,SHORT,3/30,5/10,30,60,48,12,2,31.67,-0.3459,-0.3285,10.08,-6.0784,2.1975,-191004,808996,-19.1004,-19.7366
KRX_CONTINUOUS_AFTERNOON,DS000275,삼성전자,0193W0,LONG,10/20,3/5,30,63,57,6,1,20.63,-0.3336,-0.4597,4.10,-1.6616,2.1569,-191076,808924,-19.1076,-19.1076
KRX_CONTINUOUS_AFTERNOON,DS002636,삼성전자,0193L0,SHORT,5/20,10/20,5,141,101,40,4,37.59,-0.1309,-0.3097,17.94,-8.5885,8.5505,-191286,808714,-19.1286,-25.8972
KRX_CONTINUOUS_AFTERNOON,DS003514,SK하이닉스,0193T0,LONG,3/20,5/30,20,90,70,20,2,25.56,-0.2115,-0.7309,15.18,-4.4879,7.2862,-191305,808695,-19.1305,-27.4211
KRX_CONTINUOUS_AFTERNOON,DS001868,삼성전자,0193L0,SHORT,10/30,3/20,5,63,50,13,2,36.51,-0.3302,-0.2289,14.86,-6.0020,2.0491,-191384,808616,-19.1384,-22.3916
KRX_CONTINUOUS_AFTERNOON,DS000180,삼성전자,0193W0,LONG,3/20,3/5,50,89,80,9,2,22.47,-0.2348,-0.3862,4.35,-1.6116,5.4790,-191591,808409,-19.1591,-21.6810
KRX_CONTINUOUS_AFTERNOON,DS001700,SK하이닉스,0197X0,SHORT,10/20,3/20,5,95,73,22,2,33.68,-0.2095,-0.5192,13.93,-4.5855,8.1721,-191643,808357,-19.1643,-20.8784
KRX_CONTINUOUS_AFTERNOON,DS001583,삼성전자,0193L0,SHORT,5/10,3/20,30,137,111,26,5,35.04,-0.1293,-0.3894,14.23,-6.4642,7.6341,-191825,808175,-19.1825,-30.8787
KRX_CONTINUOUS_AFTERNOON,DS000755,삼성전자,0193W0,LONG,10/20,3/10,30,63,54,9,2,22.22,-0.3342,-0.3936,7.46,-2.2021,2.7555,-192020,807980,-19.2020,-19.2020
KRX_CONTINUOUS_AFTERNOON,DS003646,삼성전자,0193L0,SHORT,10/20,5/30,20,50,37,13,2,32.00,-0.4161,-0.4461,22.60,-6.0109,3.0450,-192700,807300,-19.2700,-23.8078
KRX_CONTINUOUS_AFTERNOON,DS001606,SK하이닉스,0197X0,SHORT,3/20,3/20,20,106,88,18,1,32.08,-0.1905,-0.4896,11.36,-3.0195,8.2179,-192793,807207,-19.2793,-19.5349
KRX_CONTINUOUS_AFTERNOON,DS004783,삼성전자,0193W0,LONG,20/30,20/30,NONE,88,63,25,2,28.41,-0.2287,-0.4563,18.74,-4.2604,5.5431,-192962,807038,-19.2962,-23.9528
KRX_CONTINUOUS_AFTERNOON,DS000143,삼성전자,0193L0,SHORT,5/10,3/5,30,137,126,11,2,33.58,-0.1537,-0.2000,4.84,-2.4933,2.8881,-193058,806942,-19.3058,-22.1691
KRX_CONTINUOUS_AFTERNOON,DS004244,SK하이닉스,0197X0,SHORT,10/30,10/30,5,68,46,22,1,33.82,-0.3013,-0.5789,22.40,-5.5671,6.1305,-193669,806331,-19.3669,-21.6217
KRX_CONTINUOUS_AFTERNOON,DS000081,삼성전자,0193W0,LONG,3/10,3/5,10,132,122,10,2,29.55,-0.1589,-0.2766,5.18,-2.1988,4.0644,-193721,806279,-19.3721,-25.9253
KRX_CONTINUOUS_AFTERNOON,DS004725,SK하이닉스,0197X0,SHORT,10/30,20/30,10,87,59,28,3,40.23,-0.2281,-0.2850,20.99,-6.7901,6.1305,-194040,805960,-19.4040,-20.9423
KRX_CONTINUOUS_AFTERNOON,DS002973,삼성전자,0193L0,SHORT,3/10,3/30,10,134,97,37,4,31.34,-0.1425,-0.4546,18.55,-4.6453,9.9642,-194110,805890,-19.4110,-21.0425
KRX_CONTINUOUS_AFTERNOON,DS000451,SK하이닉스,0197X0,SHORT,20/30,3/5,NONE,93,89,4,2,33.33,-0.2262,-0.2409,5.84,-6.4150,3.5838,-194610,805390,-19.4610,-24.0875
KRX_CONTINUOUS_AFTERNOON,DS002423,SK하이닉스,0197X0,SHORT,3/5,10/20,30,267,198,69,7,35.21,-0.0438,-0.2850,14.89,-4.9138,10.7983,-194865,805135,-19.4865,-33.0533
KRX_CONTINUOUS_AFTERNOON,DS003274,SK하이닉스,0193T0,LONG,10/30,3/30,20,71,51,20,2,26.76,-0.2873,-0.7606,14.68,-3.7543,8.4957,-194898,805102,-19.4898,-22.2340
KRX_CONTINUOUS_AFTERNOON,DS002314,SK하이닉스,0193T0,LONG,10/30,5/20,20,71,55,16,2,29.58,-0.2916,-0.6655,13.52,-3.9594,5.4794,-195014,804986,-19.5014,-22.9900
KRX_CONTINUOUS_AFTERNOON,DS003179,SK하이닉스,0193T0,LONG,3/30,3/30,30,66,53,13,1,22.73,-0.3148,-0.5277,11.59,-3.6003,6.0569,-195039,804961,-19.5039,-21.8158
KRX_CONTINUOUS_AFTERNOON,DS001163,SK하이닉스,0193T0,LONG,5/20,5/10,30,66,56,10,2,31.82,-0.3161,-0.3994,9.14,-5.3180,5.4794,-195053,804947,-19.5053,-19.9091
KRX_CONTINUOUS_AFTERNOON,DS001305,SK하이닉스,0193T0,LONG,5/30,5/10,10,90,78,12,1,33.33,-0.2270,-0.4307,9.29,-5.3761,5.4794,-195108,804892,-19.5108,-19.5108
KRX_CONTINUOUS_AFTERNOON,DS003752,SK하이닉스,0193T0,LONG,10/30,5/30,5,68,47,21,2,30.88,-0.3002,-0.8610,16.85,-3.9594,8.4957,-195264,804736,-19.5264,-23.2725
KRX_CONTINUOUS_AFTERNOON,DS003705,SK하이닉스,0193T0,LONG,5/30,5/30,10,90,65,25,1,28.89,-0.2216,-0.5141,14.11,-4.4879,8.9445,-195398,804602,-19.5398,-19.9646
KRX_CONTINUOUS_AFTERNOON,DS001584,삼성전자,0193L0,SHORT,5/10,3/20,50,139,111,28,5,35.25,-0.1330,-0.3714,14.87,-6.4642,7.6341,-195509,804491,-19.5509,-33.4071
KRX_CONTINUOUS_AFTERNOON,DS000131,삼성전자,0193W0,LONG,5/10,3/5,30,125,116,9,2,28.00,-0.1690,-0.3207,4.96,-2.3700,4.0644,-195601,804399,-19.5601,-23.9020
KRX_CONTINUOUS_AFTERNOON,DS004295,SK하이닉스,0197X0,SHORT,20/30,10/30,30,54,37,17,2,27.78,-0.3471,-0.6607,23.63,-4.8613,10.9772,-195628,804372,-19.5628,-25.6761
KRX_CONTINUOUS_AFTERNOON,DS000237,삼성전자,0193L0,SHORT,5/20,3/5,10,111,102,9,2,36.94,-0.1918,-0.2000,5.24,-4.9474,2.0894,-195726,804274,-19.5726,-20.6519
KRX_CONTINUOUS_AFTERNOON,DS003696,삼성전자,0193L0,SHORT,3/30,5/30,50,69,47,22,2,28.99,-0.3049,-0.4723,16.39,-4.3216,5.0239,-196426,803574,-19.6426,-25.0190
KRX_CONTINUOUS_AFTERNOON,DS003199,삼성전자,0193W0,LONG,3/30,3/30,NONE,140,109,31,1,29.29,-0.1456,-0.4865,12.67,-2.4411,6.2870,-196552,803448,-19.6552,-25.1465
KRX_CONTINUOUS_AFTERNOON,DS002206,삼성전자,0193L0,SHORT,10/20,5/20,20,50,43,7,2,32.00,-0.4298,-0.4269,17.02,-6.0109,2.2646,-196910,803090,-19.6910,-22.2305
KRX_CONTINUOUS_AFTERNOON,DS002951,SK하이닉스,0197X0,SHORT,3/10,3/30,30,137,100,37,5,29.20,-0.1337,-0.5610,14.99,-3.6848,10.3109,-196951,803049,-19.6951,-19.7226
KRX_CONTINUOUS_AFTERNOON,DS001344,삼성전자,0193L0,SHORT,5/30,5/10,50,65,56,9,1,33.85,-0.3322,-0.2424,9.06,-3.5128,2.1975,-197033,802967,-19.7033,-21.7423
KRX_CONTINUOUS_AFTERNOON,DS004463,삼성전자,0193L0,SHORT,5/10,20/30,30,137,81,56,5,37.96,-0.1368,-0.3208,20.31,-3.9724,7.8061,-197246,802754,-19.7246,-32.1684
KRX_CONTINUOUS_AFTERNOON,DS003224,SK하이닉스,0193T0,LONG,5/30,3/30,5,107,82,25,2,27.10,-0.1885,-0.5129,12.83,-4.4879,8.9445,-197275,802725,-19.7275,-25.2563
KRX_CONTINUOUS_AFTERNOON,DS000320,삼성전자,0193W0,LONG,3/30,3/5,5,122,112,10,1,26.23,-0.1750,-0.3034,4.64,-1.9872,5.1846,-197485,802515,-19.7485,-23.7639
KRX_CONTINUOUS_AFTERNOON,DS002062,삼성전자,0193L0,SHORT,5/10,5/20,20,144,117,27,5,35.42,-0.1221,-0.3554,15.63,-10.5939,8.4022,-197529,802471,-19.7529,-35.7803
KRX_CONTINUOUS_AFTERNOON,DS003478,SK하이닉스,0197X0,SHORT,5/10,5/30,20,134,95,39,5,38.81,-0.1312,-0.4299,18.13,-5.9569,10.7183,-197531,802469,-19.7531,-26.2646
KRX_CONTINUOUS_AFTERNOON,DS004126,삼성전자,0193L0,SHORT,10/20,10/30,20,50,34,16,2,36.00,-0.4300,-0.4672,24.42,-3.3762,3.0450,-197600,802400,-19.7600,-24.4958
KRX_CONTINUOUS_AFTERNOON,DS003394,삼성전자,0193W0,LONG,3/5,5/30,20,226,164,62,7,34.07,-0.0617,-0.3594,18.47,-6.1524,5.1364,-197653,802347,-19.7653,-41.0805
KRX_CONTINUOUS_AFTERNOON,DS002398,삼성전자,0193L0,SHORT,20/30,5/20,20,73,57,16,2,38.36,-0.2852,-0.2458,16.12,-9.6484,6.1558,-197661,802339,-19.7661,-22.7950
KRX_CONTINUOUS_AFTERNOON,DS000864,삼성전자,0193L0,SHORT,5/30,3/10,50,65,56,9,1,33.85,-0.3346,-0.3285,8.32,-2.6359,2.1975,-197921,802079,-19.7921,-21.8281
KRX_CONTINUOUS_AFTERNOON,DS001280,삼성전자,0193W0,LONG,3/30,5/10,5,122,108,14,2,31.97,-0.1727,-0.3637,9.44,-2.3653,4.9282,-197935,802065,-19.7935,-20.1706
KRX_CONTINUOUS_AFTERNOON,DS002347,삼성전자,0193L0,SHORT,10/30,5/20,NONE,86,67,19,3,39.53,-0.2496,-0.2000,16.31,-6.1537,2.3277,-198002,801998,-19.8002,-26.2860
KRX_CONTINUOUS_AFTERNOON,DS003214,삼성전자,0193L0,SHORT,3/30,3/30,20,83,63,20,1,31.33,-0.2581,-0.4593,16.14,-4.9474,5.0239,-198416,801584,-19.8416,-23.1903
KRX_CONTINUOUS_AFTERNOON,DS002097,삼성전자,0193W0,LONG,3/20,5/20,10,141,115,26,3,27.66,-0.1443,-0.3760,13.09,-2.1332,6.2870,-198619,801381,-19.8619,-23.2048
KRX_CONTINUOUS_AFTERNOON,DS002564,SK하이닉스,0197X0,SHORT,3/20,10/20,5,165,123,42,3,38.18,-0.1107,-0.2451,16.90,-5.4731,10.7983,-198664,801336,-19.8664,-27.2995
KRX_CONTINUOUS_AFTERNOON,DS004303,삼성전자,0193W0,LONG,20/30,10/30,NONE,88,57,31,2,28.41,-0.2342,-0.3897,21.45,-6.0029,5.5431,-198900,801100,-19.8900,-29.4303
KRX_CONTINUOUS_AFTERNOON,DS000706,삼성전자,0193W0,LONG,5/20,3/10,20,74,63,11,1,35.14,-0.2947,-0.2514,7.38,-2.4411,2.7555,-199006,800994,-19.9006,-20.9158
KRX_CONTINUOUS_AFTERNOON,DS002351,삼성전자,0193L0,SHORT,10/30,5/20,30,43,32,11,1,34.88,-0.5055,-0.4291,15.56,-6.1537,2.0491,-199021,800979,-19.9021,-22.7178
KRX_CONTINUOUS_AFTERNOON,DS000885,SK하이닉스,0197X0,SHORT,10/30,3/10,10,87,78,9,2,40.23,-0.2431,-0.3067,10.02,-7.4309,3.6874,-199247,800753,-19.9247,-22.7456
KRX_CONTINUOUS_AFTERNOON,DS002168,SK하이닉스,0193T0,LONG,10/20,5/20,5,92,71,21,2,33.70,-0.2281,-0.5999,13.99,-3.6294,6.1932,-199352,800648,-19.9352,-24.5118
KRX_CONTINUOUS_AFTERNOON,DS000107,SK하이닉스,0193T0,LONG,5/10,3/5,30,103,92,11,2,34.95,-0.2103,-0.2529,5.06,-3.0238,3.7192,-199444,800556,-19.9444,-20.5110
KRX_CONTINUOUS_AFTERNOON,DS003704,SK하이닉스,0193T0,LONG,5/30,5/30,5,107,81,26,1,28.97,-0.1901,-0.5129,14.25,-4.4879,8.9445,-199546,800454,-19.9546,-25.0897
KRX_CONTINUOUS_AFTERNOON,DS002256,삼성전자,0193L0,SHORT,3/30,5/20,50,69,51,18,3,33.33,-0.3094,-0.4156,16.58,-4.3216,5.0239,-199817,800183,-19.9817,-25.2864
KRX_CONTINUOUS_AFTERNOON,DS002829,삼성전자,0193L0,SHORT,10/30,10/20,10,79,59,20,2,32.91,-0.2747,-0.2823,18.04,-3.6427,2.8744,-200084,799916,-20.0084,-23.9227
KRX_CONTINUOUS_AFTERNOON,DS000740,SK하이닉스,0197X0,SHORT,10/20,3/10,5,95,82,13,2,35.79,-0.2253,-0.4563,9.09,-4.3815,7.4533,-200143,799857,-20.0143,-21.3333
KRX_CONTINUOUS_AFTERNOON,DS004018,삼성전자,0193W0,LONG,3/20,10/30,20,85,55,30,4,36.47,-0.2420,-0.5102,21.04,-7.4193,5.4434,-200312,799688,-20.0312,-27.3939
KRX_CONTINUOUS_AFTERNOON,DS002145,삼성전자,0193W0,LONG,5/20,5/20,10,124,100,24,2,29.84,-0.1682,-0.4883,12.95,-2.2517,6.2870,-200392,799608,-20.0392,-25.1898
KRX_CONTINUOUS_AFTERNOON,DS002323,SK하이닉스,0197X0,SHORT,10/30,5/20,NONE,90,72,18,2,42.22,-0.2356,-0.4943,15.83,-4.5733,6.1305,-200436,799564,-20.0436,-25.0779
KRX_CONTINUOUS_AFTERNOON,DS002157,삼성전자,0193L0,SHORT,5/20,5/20,10,111,85,26,2,37.84,-0.1855,-0.3285,16.24,-8.6059,7.8627,-200876,799124,-20.0876,-25.4005
KRX_CONTINUOUS_AFTERNOON,DS000863,삼성전자,0193L0,SHORT,5/30,3/10,30,60,50,10,1,33.33,-0.3693,-0.3543,7.88,-2.0318,2.1975,-200934,799066,-20.0934,-20.0934
KRX_CONTINUOUS_AFTERNOON,DS004594,삼성전자,0193W0,LONG,10/20,20/30,20,67,41,26,2,31.34,-0.3169,-0.5550,20.57,-5.2769,7.3307,-201148,798852,-20.1148,-25.3520
KRX_CONTINUOUS_AFTERNOON,DS000824,SK하이닉스,0193T0,LONG,5/30,3/10,5,107,96,11,2,28.97,-0.1994,-0.4413,8.05,-4.4879,5.5513,-201376,798624,-20.1376,-20.9078
KRX_CONTINUOUS_AFTERNOON,DS001125,SK하이닉스,0197X0,SHORT,3/20,5/10,10,156,134,22,3,36.54,-0.1317,-0.2214,10.30,-3.7965,8.2179,-201562,798438,-20.1562,-24.8178
KRX_CONTINUOUS_AFTERNOON,DS003563,SK하이닉스,0193T0,LONG,5/20,5/30,30,66,50,16,2,30.30,-0.3210,-0.7810,14.83,-4.4292,7.6090,-201577,798423,-20.1577,-22.4655
KRX_CONTINUOUS_AFTERNOON,DS000178,삼성전자,0193W0,LONG,3/20,3/5,20,85,78,7,2,28.24,-0.2622,-0.3392,4.76,-1.9872,2.1833,-201649,798351,-20.1649,-21.3282
KRX_CONTINUOUS_AFTERNOON,DS001423,삼성전자,0193W0,LONG,20/30,5/10,NONE,88,81,7,2,23.86,-0.2505,-0.3336,9.53,-2.8196,3.0746,-201855,798145,-20.1855,-20.1855
KRX_CONTINUOUS_AFTERNOON,DS003767,SK하이닉스,0197X0,SHORT,10/30,5/30,30,44,32,12,1,38.64,-0.4993,-0.5830,18.09,-4.6417,2.5414,-201972,798028,-20.1972,-23.1288
KRX_CONTINUOUS_AFTERNOON,DS002974,삼성전자,0193L0,SHORT,3/10,3/30,20,141,104,37,6,31.21,-0.1372,-0.5831,18.22,-9.8218,9.9642,-201993,798007,-20.1993,-28.0983
KRX_CONTINUOUS_AFTERNOON,DS004112,삼성전자,0193W0,LONG,10/20,10/30,5,82,49,33,2,31.71,-0.2589,-0.5650,19.49,-4.0112,7.3307,-202053,797947,-20.2053,-25.1949
KRX_CONTINUOUS_AFTERNOON,DS000576,삼성전자,0193L0,SHORT,3/10,3/10,50,142,125,17,2,30.99,-0.1519,-0.3833,8.51,-3.4095,6.1504,-202191,797809,-20.2191,-26.7899
KRX_CONTINUOUS_AFTERNOON,DS000118,SK하이닉스,0197X0,SHORT,5/10,3/5,20,134,124,10,2,36.57,-0.1630,-0.2453,5.28,-3.5063,3.5470,-202429,797571,-20.2429,-24.2724
KRX_CONTINUOUS_AFTERNOON,DS000816,삼성전자,0193L0,SHORT,3/30,3/10,50,69,57,12,2,28.99,-0.3229,-0.3527,8.64,-3.4095,2.1975,-202865,797135,-20.2865,-22.9958
KRX_CONTINUOUS_AFTERNOON,DS001284,삼성전자,0193W0,LONG,3/30,5/10,50,63,56,7,2,28.57,-0.3522,-0.4246,9.00,-2.3653,4.0946,-203382,796618,-20.3382,-20.6806
KRX_CONTINUOUS_AFTERNOON,DS000814,삼성전자,0193L0,SHORT,3/30,3/10,20,83,71,12,2,37.35,-0.2689,-0.2593,9.42,-5.2087,2.1975,-204017,795983,-20.4017,-22.9381
KRX_CONTINUOUS_AFTERNOON,DS000715,삼성전자,0193L0,SHORT,5/20,3/10,NONE,150,135,15,2,34.67,-0.1452,-0.2584,8.94,-5.2087,6.1504,-204150,795850,-20.4150,-23.5018
KRX_CONTINUOUS_AFTERNOON,DS001978,SK하이닉스,0193T0,LONG,3/10,5/20,20,117,95,22,4,31.62,-0.1688,-0.5859,14.49,-5.5756,6.7310,-204411,795589,-20.4411,-36.9948
KRX_CONTINUOUS_AFTERNOON,DS004279,SK하이닉스,0193T0,LONG,20/30,10/30,NONE,94,53,41,3,30.85,-0.2096,-0.4534,20.26,-7.9425,6.6041,-204478,795522,-20.4478,-31.6618
KRX_CONTINUOUS_AFTERNOON,DS000934,SK하이닉스,0197X0,SHORT,20/30,3/10,20,84,76,8,2,33.33,-0.2604,-0.3416,9.58,-6.8942,5.6628,-205382,794618,-20.5382,-26.1529
KRX_CONTINUOUS_AFTERNOON,DS001080,SK하이닉스,0197X0,SHORT,5/10,5/10,50,134,116,18,2,35.07,-0.1604,-0.3743,9.10,-2.9737,8.2638,-205669,794331,-20.5669,-22.2379
KRX_CONTINUOUS_AFTERNOON,DS000539,SK하이닉스,0193T0,LONG,3/10,3/10,30,110,98,12,1,30.00,-0.1978,-0.4377,7.96,-4.4879,6.2656,-205736,794264,-20.5736,-24.0042
KRX_CONTINUOUS_AFTERNOON,DS002004,삼성전자,0193W0,LONG,3/10,5/20,50,146,106,40,5,32.88,-0.1379,-0.4104,16.15,-3.2665,7.3377,-205744,794256,-20.5744,-36.4903
KRX_CONTINUOUS_AFTERNOON,DS003744,삼성전자,0193L0,SHORT,5/30,5/30,50,65,46,19,1,29.23,-0.3443,-0.4898,14.82,-3.6022,4.9865,-206167,793833,-20.6167,-24.6358
KRX_CONTINUOUS_AFTERNOON,DS002471,SK하이닉스,0197X0,SHORT,3/10,10/20,30,137,103,34,4,31.39,-0.1495,-0.4274,14.36,-4.7013,10.8453,-206371,793629,-20.6371,-25.1936
KRX_CONTINUOUS_AFTERNOON,DS001704,SK하이닉스,0197X0,SHORT,10/20,3/20,50,75,59,16,2,30.67,-0.2935,-0.6798,12.09,-4.5855,8.1721,-206588,793412,-20.6588,-24.6066
KRX_CONTINUOUS_AFTERNOON,DS004271,삼성전자,0193L0,SHORT,10/30,10/30,30,43,30,13,1,25.58,-0.5288,-0.4460,19.02,-3.5344,3.0134,-206731,793269,-20.6731,-24.6480
KRX_CONTINUOUS_AFTERNOON,DS004164,삼성전자,0193W0,LONG,3/30,10/30,50,63,38,25,3,26.98,-0.3565,-0.5171,19.63,-2.6117,5.3151,-207334,792666,-20.7334,-25.8891
KRX_CONTINUOUS_AFTERNOON,DS001327,삼성전자,0193W0,LONG,5/30,5/10,NONE,114,103,11,2,28.95,-0.1968,-0.3467,8.38,-2.3700,4.9091,-207580,792420,-20.7580,-21.6718
KRX_CONTINUOUS_AFTERNOON,DS004486,SK하이닉스,0197X0,SHORT,3/20,20/30,20,106,75,31,5,37.74,-0.2048,-0.2000,16.38,-4.0221,6.2231,-207984,792016,-20.7984,-21.8739
KRX_CONTINUOUS_AFTERNOON,DS004620,SK하이닉스,0193T0,LONG,3/30,20/30,50,53,38,15,3,35.85,-0.4189,-0.3791,14.38,-4.5493,5.4987,-208092,791908,-20.8092,-27.0560
KRX_CONTINUOUS_AFTERNOON,DS002830,삼성전자,0193L0,SHORT,10/30,10/20,20,66,48,18,3,31.82,-0.3463,-0.2851,17.29,-3.6427,2.6564,-208166,791834,-20.8166,-24.5825
KRX_CONTINUOUS_AFTERNOON,DS000332,삼성전자,0193L0,SHORT,3/30,3/5,5,110,102,8,1,40.00,-0.2078,-0.2313,5.40,-4.9474,2.0894,-208254,791746,-20.8254,-22.4790
KRX_CONTINUOUS_AFTERNOON,DS002782,삼성전자,0193L0,SHORT,5/30,10/20,20,76,53,23,2,36.84,-0.2872,-0.3230,18.87,-8.5885,4.9865,-208569,791431,-20.8569,-26.9706
KRX_CONTINUOUS_AFTERNOON,DS001208,SK하이닉스,0193T0,LONG,10/20,5/10,5,92,79,13,2,29.35,-0.2421,-0.3994,9.62,-3.6576,6.1932,-208610,791390,-20.8610,-22.4839
KRX_CONTINUOUS_AFTERNOON,DS000455,SK하이닉스,0197X0,SHORT,20/30,3/5,30,54,51,3,2,24.07,-0.4257,-0.2763,4.81,-6.4150,3.5838,-208736,791264,-20.8736,-22.4850
KRX_CONTINUOUS_AFTERNOON,DS002556,SK하이닉스,0193T0,LONG,3/20,10/20,50,68,52,16,3,32.35,-0.3277,-0.7999,14.19,-3.8501,3.9233,-208806,791194,-20.8806,-26.8557
KRX_CONTINUOUS_AFTERNOON,DS000394,SK하이닉스,0193T0,LONG,10/30,3/5,20,71,66,5,2,22.54,-0.3241,-0.3215,5.13,-3.1970,4.9116,-208833,791167,-20.8833,-20.9099
KRX_CONTINUOUS_AFTERNOON,DS003994,SK하이닉스,0193T0,LONG,3/20,10/30,20,90,60,30,3,25.56,-0.2333,-0.4932,17.57,-5.3709,5.9308,-208914,791086,-20.8914,-23.5816
KRX_CONTINUOUS_AFTERNOON,DS003287,SK하이닉스,0197X0,SHORT,10/30,3/30,30,44,34,10,1,40.91,-0.5205,-0.5225,16.93,-4.5800,2.5414,-208925,791075,-20.8925,-23.7897
KRX_CONTINUOUS_AFTERNOON,DS004163,삼성전자,0193W0,LONG,3/30,10/30,30,63,41,22,3,31.75,-0.3549,-0.5812,21.32,-5.1819,4.5112,-209021,790979,-20.9021,-20.9021
KRX_CONTINUOUS_AFTERNOON,DS000271,삼성전자,0193W0,LONG,10/20,3/5,NONE,129,117,12,2,24.03,-0.1759,-0.4072,5.21,-2.5128,5.0766,-209039,790961,-20.9039,-21.5591
KRX_CONTINUOUS_AFTERNOON,DS001042,삼성전자,0193W0,LONG,3/10,5/10,20,132,120,12,2,32.58,-0.1713,-0.2742,10.22,-2.2875,3.6276,-209103,790897,-20.9103,-25.4788
KRX_CONTINUOUS_AFTERNOON,DS003900,SK하이닉스,0193T0,LONG,3/10,10/30,50,113,70,43,4,39.82,-0.1844,-0.3374,20.58,-5.2908,5.6894,-209281,790719,-20.9281,-30.7046
KRX_CONTINUOUS_AFTERNOON,DS001604,SK하이닉스,0197X0,SHORT,3/20,3/20,5,165,133,32,1,35.76,-0.1298,-0.5240,12.49,-3.2016,8.2179,-209365,790635,-20.9365,-23.4356
KRX_CONTINUOUS_AFTERNOON,DS001775,삼성전자,0193L0,SHORT,3/30,3/20,30,60,44,16,2,28.33,-0.3817,-0.3914,14.00,-5.6075,2.8229,-209488,790512,-20.9488,-21.5675
KRX_CONTINUOUS_AFTERNOON,DS000168,SK하이닉스,0197X0,SHORT,3/20,3/5,50,118,106,12,1,32.20,-0.1944,-0.2453,4.80,-2.8693,4.0807,-209545,790455,-20.9545,-27.3918
KRX_CONTINUOUS_AFTERNOON,DS001294,삼성전자,0193L0,SHORT,3/30,5/10,20,83,71,12,2,40.96,-0.2740,-0.2000,10.37,-7.2993,2.1975,-209847,790153,-20.9847,-23.4845
