계산방식,전략id,신호종목,실행상품코드,방향,진입ma,청산ma,추세ma,거래수,정상청산수,마감1519청산수,최대동시open,승률_pct,평균순수익률_pct,중앙순수익률_pct,평균보유분,최악거래_pct,최고거래_pct,누적복리손익,최종복리자본,누적복리수익률_pct,mdd_pct
KRX_CONTINUOUS_AFTERNOON,DS003824,삼성전자,0193W0,LONG,20/30,5/30,5,47,31,16,1,29.79,-0.0108,-0.4710,20.57,-6.0029,5.7796,-16330,983670,-1.6330,-11.2935
KRX_CONTINUOUS_AFTERNOON,DS003527,SK하이닉스,0197X0,SHORT,3/20,5/30,30,106,69,37,6,37.74,0.0120,-0.3819,15.33,-3.6848,10.6714,-16789,983211,-1.6789,-15.2593
KRX_CONTINUOUS_AFTERNOON,DS000420,삼성전자,0193W0,LONG,10/30,3/5,50,39,34,5,1,28.21,-0.0371,-0.2736,5.41,-1.3594,4.2738,-16800,983200,-1.6800,-5.9767
KRX_CONTINUOUS_AFTERNOON,DS001363,SK하이닉스,0197X0,SHORT,10/30,5/10,NONE,90,82,8,2,46.67,-0.0086,-0.0604,9.38,-3.4648,3.6874,-17181,982819,-1.7181,-10.9450
KRX_CONTINUOUS_AFTERNOON,DS002808,SK하이닉스,0197X0,SHORT,10/30,10/20,50,45,36,9,2,42.22,-0.0236,-0.4757,16.07,-3.0378,6.1305,-17571,982429,-1.7571,-8.8745
KRX_CONTINUOUS_AFTERNOON,DS004547,삼성전자,0193W0,LONG,5/20,20/30,30,71,51,20,3,42.25,-0.0064,-0.2453,18.46,-5.4456,7.6623,-18114,981886,-1.8114,-16.2478
KRX_CONTINUOUS_AFTERNOON,DS002759,SK하이닉스,0197X0,SHORT,5/30,10/20,30,55,37,18,3,36.36,-0.0076,-0.2000,16.76,-4.4319,10.8453,-18240,981760,-1.8240,-15.0074
KRX_CONTINUOUS_AFTERNOON,DS001751,SK하이닉스,0197X0,SHORT,3/30,3/20,30,79,62,17,2,35.44,-0.0059,-0.3225,12.38,-2.8693,8.2638,-18369,981631,-1.8369,-16.8354
KRX_CONTINUOUS_AFTERNOON,DS003023,삼성전자,0193L0,SHORT,5/10,3/30,30,137,98,39,6,35.04,0.0109,-0.3538,16.96,-4.3973,8.0181,-18387,981613,-1.8387,-19.3921
KRX_CONTINUOUS_AFTERNOON,DS000836,SK하이닉스,0197X0,SHORT,5/30,3/10,5,114,98,16,2,37.72,-0.0068,-0.2160,8.93,-3.6804,7.5444,-18728,981272,-1.8728,-12.2572
KRX_CONTINUOUS_AFTERNOON,DS002384,삼성전자,0193W0,LONG,20/30,5/20,5,47,38,9,1,31.91,-0.0212,-0.2952,17.51,-6.2016,6.2870,-19104,980896,-1.9104,-11.8964
KRX_CONTINUOUS_AFTERNOON,DS003347,삼성전자,0193W0,LONG,20/30,3/30,30,44,29,15,2,29.55,-0.0288,-0.4768,21.36,-3.6169,6.2870,-20264,979736,-2.0264,-16.0609
KRX_CONTINUOUS_AFTERNOON,DS002291,삼성전자,0193W0,LONG,5/30,5/20,30,49,37,12,2,30.61,-0.0301,-0.4650,15.24,-2.0902,6.2870,-20972,979028,-2.0972,-9.4498
KRX_CONTINUOUS_AFTERNOON,DS001796,SK하이닉스,0197X0,SHORT,5/30,3/20,5,114,89,25,2,35.96,-0.0059,-0.3737,13.32,-3.6804,8.2638,-21630,978370,-2.1630,-13.2533
KRX_CONTINUOUS_AFTERNOON,DS001799,SK하이닉스,0197X0,SHORT,5/30,3/20,30,55,41,14,2,32.73,-0.0246,-0.4245,12.05,-3.6804,8.2638,-21897,978103,-2.1897,-16.3741
KRX_CONTINUOUS_AFTERNOON,DS000835,SK하이닉스,0197X0,SHORT,5/30,3/10,NONE,115,99,16,2,37.39,-0.0098,-0.2321,8.91,-3.6804,7.5444,-22132,977868,-2.2132,-12.2572
KRX_CONTINUOUS_AFTERNOON,DS003719,SK하이닉스,0197X0,SHORT,5/30,5/30,30,55,35,20,1,36.36,-0.0183,-0.2000,15.25,-3.9745,10.7183,-22142,977858,-2.2142,-18.3770
KRX_CONTINUOUS_AFTERNOON,DS001904,삼성전자,0193W0,LONG,20/30,3/20,5,47,41,6,1,29.79,-0.0319,-0.3376,14.96,-6.3606,5.9382,-22332,977668,-2.2332,-8.8759
KRX_CONTINUOUS_AFTERNOON,DS001200,삼성전자,0193L0,SHORT,5/20,5/10,50,79,69,10,1,41.77,-0.0187,-0.2000,10.75,-3.1977,6.1814,-22348,977652,-2.2348,-8.8382
KRX_CONTINUOUS_AFTERNOON,DS003681,삼성전자,0193W0,LONG,3/30,5/30,10,104,73,31,2,30.77,-0.0030,-0.5239,16.94,-2.7612,7.4410,-22681,977319,-2.2681,-16.4216
KRX_CONTINUOUS_AFTERNOON,DS001162,SK하이닉스,0193T0,LONG,5/20,5/10,20,70,59,11,3,35.71,-0.0222,-0.3560,9.99,-2.7725,5.4794,-23166,976834,-2.3166,-10.1680
KRX_CONTINUOUS_AFTERNOON,DS004152,SK하이닉스,0197X0,SHORT,3/30,10/30,50,79,48,31,4,36.71,0.0039,-0.2000,17.84,-4.7426,10.5067,-24012,975988,-2.4012,-19.5456
KRX_CONTINUOUS_AFTERNOON,DS000403,SK하이닉스,0197X0,SHORT,10/30,3/5,NONE,90,85,5,2,44.44,-0.0224,-0.1189,6.13,-2.2800,2.9481,-24817,975183,-2.4817,-8.4140
KRX_CONTINUOUS_AFTERNOON,DS003250,삼성전자,0193W0,LONG,5/30,3/30,20,75,55,20,1,29.33,-0.0209,-0.4650,15.13,-1.9333,6.2870,-25229,974771,-2.5229,-11.8187
KRX_CONTINUOUS_AFTERNOON,DS003864,SK하이닉스,0197X0,SHORT,3/5,10/30,50,246,152,94,10,38.62,0.0711,-0.2622,21.55,-7.0294,11.5618,-25685,974315,-2.5685,-32.1795
KRX_CONTINUOUS_AFTERNOON,DS001905,삼성전자,0193W0,LONG,20/30,3/20,10,59,52,7,2,30.51,-0.0341,-0.3376,14.64,-2.8765,5.9382,-26054,973946,-2.6054,-13.7854
KRX_CONTINUOUS_AFTERNOON,DS002638,삼성전자,0193L0,SHORT,5/20,10/20,20,71,50,21,2,36.62,-0.0123,-0.3188,17.35,-8.5885,8.5505,-26715,973285,-2.6715,-12.4262
KRX_CONTINUOUS_AFTERNOON,DS000405,SK하이닉스,0197X0,SHORT,10/30,3/5,10,87,82,5,1,44.83,-0.0258,-0.1552,6.15,-2.2800,2.9481,-27014,972986,-2.7014,-8.4140
KRX_CONTINUOUS_AFTERNOON,DS003827,삼성전자,0193W0,LONG,20/30,5/30,30,44,29,15,2,29.55,-0.0443,-0.4603,21.05,-4.3002,5.7796,-27958,972042,-2.7958,-16.1714
KRX_CONTINUOUS_AFTERNOON,DS004197,SK하이닉스,0197X0,SHORT,5/30,10/30,10,87,53,34,2,42.53,-0.0076,-0.2000,21.26,-4.7426,10.3664,-28722,971278,-2.8722,-12.4437
KRX_CONTINUOUS_AFTERNOON,DS004631,SK하이닉스,0197X0,SHORT,3/30,20/30,30,79,55,24,3,41.77,-0.0204,-0.1154,16.49,-5.6138,6.2231,-28823,971177,-2.8823,-14.0104
KRX_CONTINUOUS_AFTERNOON,DS003911,SK하이닉스,0197X0,SHORT,3/10,10/30,30,137,86,51,6,34.31,0.0304,-0.3642,20.10,-3.3585,10.7885,-28879,971121,-2.8879,-25.8030
KRX_CONTINUOUS_AFTERNOON,DS001795,SK하이닉스,0197X0,SHORT,5/30,3/20,NONE,115,90,25,2,35.65,-0.0126,-0.4237,13.23,-3.6804,8.2638,-29258,970742,-2.9258,-13.2533
KRX_CONTINUOUS_AFTERNOON,DS002864,삼성전자,0193W0,LONG,20/30,10/20,5,47,35,12,2,27.66,-0.0445,-0.3376,19.53,-6.0029,6.0288,-29647,970353,-2.9647,-12.2273
KRX_CONTINUOUS_AFTERNOON,DS001907,삼성전자,0193W0,LONG,20/30,3/20,30,44,37,7,2,31.82,-0.0580,-0.3462,17.18,-2.8765,5.9382,-29875,970125,-2.9875,-11.7898
KRX_CONTINUOUS_AFTERNOON,DS002362,SK하이닉스,0193T0,LONG,20/30,5/20,20,79,65,14,2,39.24,-0.0119,-0.4052,16.09,-7.3828,6.7310,-30043,969957,-3.0043,-16.1929
KRX_CONTINUOUS_AFTERNOON,DS003118,삼성전자,0193L0,SHORT,5/20,3/30,20,71,54,17,2,35.21,-0.0285,-0.3297,17.63,-4.9474,7.4806,-30093,969907,-3.0093,-9.7770
KRX_CONTINUOUS_AFTERNOON,DS000443,SK하이닉스,0193T0,LONG,20/30,3/5,30,43,42,1,2,27.91,-0.0635,-0.3401,6.19,-1.9383,5.2295,-30180,969820,-3.0180,-7.0269
KRX_CONTINUOUS_AFTERNOON,DS003516,SK하이닉스,0193T0,LONG,3/20,5/30,50,68,50,18,2,35.29,-0.0275,-0.4249,16.82,-3.2303,6.1915,-30516,969484,-3.0516,-12.8989
KRX_CONTINUOUS_AFTERNOON,DS002172,SK하이닉스,0193T0,LONG,10/20,5/20,50,52,39,13,2,44.23,-0.0465,-0.4073,14.19,-3.6294,6.1932,-30928,969072,-3.0928,-12.4199
KRX_CONTINUOUS_AFTERNOON,DS004200,SK하이닉스,0197X0,SHORT,5/30,10/30,50,58,35,23,2,39.66,-0.0244,-0.2000,18.66,-4.7426,10.5067,-31894,968106,-3.1894,-19.7813
KRX_CONTINUOUS_AFTERNOON,DS004147,SK하이닉스,0197X0,SHORT,3/30,10/30,NONE,145,95,50,4,39.31,0.0213,-0.2353,21.36,-4.7426,10.7885,-32180,967820,-3.2180,-24.5010
KRX_CONTINUOUS_AFTERNOON,DS000357,SK하이닉스,0197X0,SHORT,5/30,3/5,10,87,77,10,2,39.08,-0.0320,-0.2000,5.24,-3.6804,4.2674,-32696,967304,-3.2696,-9.8626
KRX_CONTINUOUS_AFTERNOON,DS001424,삼성전자,0193W0,LONG,20/30,5/10,5,47,44,3,1,25.53,-0.0652,-0.2952,9.32,-2.8196,3.0746,-32922,967078,-3.2922,-7.1422
KRX_CONTINUOUS_AFTERNOON,DS002867,삼성전자,0193W0,LONG,20/30,10/20,30,44,34,10,2,27.27,-0.0603,-0.3605,19.70,-3.6738,6.0288,-33021,966979,-3.3021,-15.8797
KRX_CONTINUOUS_AFTERNOON,DS000060,SK하이닉스,0193T0,LONG,3/10,3/5,50,113,103,10,1,38.05,-0.0239,-0.2204,5.11,-3.4750,5.6894,-33909,966091,-3.3909,-7.7932
KRX_CONTINUOUS_AFTERNOON,DS001402,SK하이닉스,0193T0,LONG,20/30,5/10,20,79,71,8,2,39.24,-0.0197,-0.3302,10.87,-8.8940,6.2189,-34245,965755,-3.4245,-16.0707
KRX_CONTINUOUS_AFTERNOON,DS004281,SK하이닉스,0193T0,LONG,20/30,10/30,10,59,39,20,2,33.90,-0.0346,-0.6054,19.92,-2.8800,6.6041,-34649,965351,-3.4649,-16.6503
KRX_CONTINUOUS_AFTERNOON,DS001018,SK하이닉스,0193T0,LONG,3/10,5/10,20,117,101,16,2,36.75,-0.0122,-0.3574,10.46,-5.3761,6.1932,-34724,965276,-3.4724,-17.6947
KRX_CONTINUOUS_AFTERNOON,DS002865,삼성전자,0193W0,LONG,20/30,10/20,10,59,45,14,2,33.90,-0.0467,-0.3376,18.37,-3.6738,6.0288,-35173,964827,-3.5173,-17.4617
KRX_CONTINUOUS_AFTERNOON,DS002520,SK하이닉스,0197X0,SHORT,5/10,10/20,50,134,99,35,3,39.55,-0.0026,-0.3348,16.55,-4.7013,10.8453,-35444,964556,-3.5444,-23.2489
KRX_CONTINUOUS_AFTERNOON,DS002590,삼성전자,0193L0,SHORT,3/20,10/20,20,75,57,18,3,32.00,-0.0288,-0.3769,17.37,-3.5708,6.5217,-35844,964156,-3.5844,-12.4110
KRX_CONTINUOUS_AFTERNOON,DS003345,삼성전자,0193W0,LONG,20/30,3/30,10,59,41,18,2,32.20,-0.0479,-0.4531,18.03,-3.6169,6.2870,-35975,964025,-3.5975,-15.7885
KRX_CONTINUOUS_AFTERNOON,DS003526,SK하이닉스,0197X0,SHORT,3/20,5/30,20,106,73,33,5,36.79,-0.0099,-0.3904,16.56,-3.6848,10.6714,-36031,963969,-3.6031,-13.4671
KRX_CONTINUOUS_AFTERNOON,DS002664,SK하이닉스,0197X0,SHORT,10/20,10/20,50,75,57,18,2,34.67,-0.0319,-0.4226,14.19,-3.3961,10.7514,-36340,963660,-3.6340,-15.6517
KRX_CONTINUOUS_AFTERNOON,DS003587,삼성전자,0193W0,LONG,5/20,5/30,30,71,52,19,3,33.80,-0.0344,-0.4714,15.85,-2.6181,7.6623,-36787,963213,-3.6787,-14.1379
KRX_CONTINUOUS_AFTERNOON,DS000900,삼성전자,0193W0,LONG,10/30,3/10,50,39,33,6,1,28.21,-0.0907,-0.2876,6.69,-1.5280,3.7654,-37089,962911,-3.7089,-6.9874
KRX_CONTINUOUS_AFTERNOON,DS001320,SK하이닉스,0197X0,SHORT,5/30,5/10,50,58,47,11,2,29.31,-0.0500,-0.3998,9.97,-3.9745,8.2638,-37156,962844,-3.7156,-15.2695
KRX_CONTINUOUS_AFTERNOON,DS001882,SK하이닉스,0193T0,LONG,20/30,3/20,20,79,66,13,2,31.65,-0.0198,-0.4128,14.56,-7.7187,8.1426,-37942,962058,-3.7942,-18.2991
KRX_CONTINUOUS_AFTERNOON,DS002721,삼성전자,0193W0,LONG,3/30,10/20,10,104,75,29,2,36.54,-0.0187,-0.3077,18.04,-4.1207,6.3641,-38092,961908,-3.8092,-13.8825
KRX_CONTINUOUS_AFTERNOON,DS002400,삼성전자,0193L0,SHORT,20/30,5/20,50,39,30,9,2,38.46,-0.0810,-0.2791,17.54,-6.4382,6.1558,-38156,961844,-3.8156,-8.8222
KRX_CONTINUOUS_AFTERNOON,DS001880,SK하이닉스,0193T0,LONG,20/30,3/20,5,54,44,10,2,35.19,-0.0412,-0.4782,15.30,-7.7187,8.1426,-38642,961358,-3.8642,-17.1206
KRX_CONTINUOUS_AFTERNOON,DS001368,SK하이닉스,0197X0,SHORT,10/30,5/10,50,45,40,5,2,40.00,-0.0795,-0.1099,9.44,-2.9200,3.3974,-39153,960847,-3.9153,-10.0623
KRX_CONTINUOUS_AFTERNOON,DS000875,SK하이닉스,0193T0,LONG,10/30,3/10,30,44,40,4,1,31.82,-0.0775,-0.4101,9.48,-3.1970,5.5513,-39392,960608,-3.9392,-12.1561
KRX_CONTINUOUS_AFTERNOON,DS002940,SK하이닉스,0193T0,LONG,3/10,3/30,50,113,79,34,4,37.17,-0.0199,-0.3200,16.58,-4.7071,6.1932,-39434,960566,-3.9434,-17.7102
KRX_CONTINUOUS_AFTERNOON,DS000480,삼성전자,0193L0,SHORT,20/30,3/5,50,39,37,2,1,35.90,-0.1006,-0.2382,6.23,-2.0950,1.5819,-39639,960361,-3.9639,-5.4679
KRX_CONTINUOUS_AFTERNOON,DS000477,삼성전자,0193L0,SHORT,20/30,3/5,10,58,55,3,1,41.38,-0.0672,-0.1259,5.53,-1.7420,1.6276,-39695,960305,-3.9695,-5.8864
KRX_CONTINUOUS_AFTERNOON,DS002160,삼성전자,0193L0,SHORT,5/20,5/20,50,79,61,18,2,35.44,-0.0371,-0.2820,15.52,-2.3180,7.8627,-39923,960077,-3.9923,-11.0425
KRX_CONTINUOUS_AFTERNOON,DS003599,삼성전자,0193L0,SHORT,5/20,5/30,30,71,50,21,2,38.03,-0.0416,-0.3285,18.42,-5.7598,7.2513,-40261,959739,-4.0261,-12.9928
KRX_CONTINUOUS_AFTERNOON,DS001810,삼성전자,0193W0,LONG,5/30,3/20,20,75,64,11,2,30.67,-0.0446,-0.2849,13.15,-1.9832,5.9382,-40416,959584,-4.0416,-11.3598
KRX_CONTINUOUS_AFTERNOON,DS000730,SK하이닉스,0193T0,LONG,10/20,3/10,20,61,53,8,1,31.15,-0.0566,-0.3986,9.61,-2.5555,6.2656,-40854,959146,-4.0854,-13.4563
KRX_CONTINUOUS_AFTERNOON,DS001980,SK하이닉스,0193T0,LONG,3/10,5/20,50,113,81,32,3,38.94,-0.0227,-0.2660,17.32,-4.2532,6.1932,-41745,958255,-4.1745,-17.8894
KRX_CONTINUOUS_AFTERNOON,DS002279,SK하이닉스,0197X0,SHORT,5/30,5/20,30,55,39,16,2,34.55,-0.0578,-0.5040,15.25,-3.9745,9.1102,-42005,957995,-4.2005,-15.5488
KRX_CONTINUOUS_AFTERNOON,DS003756,SK하이닉스,0193T0,LONG,10/30,5/30,50,43,29,14,1,39.53,-0.0783,-0.3833,16.05,-3.9594,8.4957,-42372,957628,-4.2372,-12.8220
KRX_CONTINUOUS_AFTERNOON,DS000671,삼성전자,0193L0,SHORT,3/20,3/10,30,84,70,14,2,33.33,-0.0421,-0.3109,9.63,-2.6515,6.7095,-42616,957384,-4.2616,-11.3516
KRX_CONTINUOUS_AFTERNOON,DS003297,삼성전자,0193W0,LONG,10/30,3/30,10,83,62,21,1,27.71,-0.0385,-0.5625,14.87,-2.4206,5.9207,-42645,957355,-4.2645,-16.3987
KRX_CONTINUOUS_AFTERNOON,DS004512,삼성전자,0193L0,SHORT,3/20,20/30,50,92,55,37,4,39.13,-0.0225,-0.2000,21.61,-4.3319,6.5217,-42727,957273,-4.2727,-20.2577
KRX_CONTINUOUS_AFTERNOON,DS002360,SK하이닉스,0193T0,LONG,20/30,5/20,5,54,41,13,2,38.89,-0.0533,-0.5336,16.48,-7.3828,6.7310,-43397,956603,-4.3397,-15.7664
KRX_CONTINUOUS_AFTERNOON,DS004728,SK하이닉스,0197X0,SHORT,10/30,20/30,50,45,30,15,4,40.00,-0.0751,-0.2516,22.07,-6.4307,6.1305,-43665,956335,-4.3665,-14.1054
KRX_CONTINUOUS_AFTERNOON,DS004800,삼성전자,0193L0,SHORT,20/30,20/30,50,39,23,16,1,35.90,-0.0965,-0.4342,21.74,-2.8087,6.3438,-43946,956054,-4.3946,-13.6571
KRX_CONTINUOUS_AFTERNOON,DS004320,삼성전자,0193L0,SHORT,20/30,10/30,50,39,25,14,2,25.64,-0.0838,-0.5211,24.21,-3.0729,6.7725,-44436,955564,-4.4436,-10.2669
KRX_CONTINUOUS_AFTERNOON,DS001691,SK하이닉스,0193T0,LONG,10/20,3/20,30,63,49,14,2,31.75,-0.0550,-0.5263,13.35,-3.4236,8.0396,-44773,955227,-4.4773,-18.8309
KRX_CONTINUOUS_AFTERNOON,DS001330,삼성전자,0193W0,LONG,5/30,5/10,20,75,67,8,2,32.00,-0.0531,-0.2779,9.08,-1.9832,4.9091,-44777,955223,-4.4777,-9.5850
KRX_CONTINUOUS_AFTERNOON,DS001267,SK하이닉스,0197X0,SHORT,3/30,5/10,NONE,145,124,21,4,40.00,-0.0157,-0.2000,10.79,-8.7366,8.2638,-45248,954752,-4.5248,-18.6439
KRX_CONTINUOUS_AFTERNOON,DS001761,삼성전자,0193W0,LONG,3/30,3/20,10,104,90,14,2,30.77,-0.0318,-0.4233,12.99,-2.2219,5.9382,-45291,954709,-4.5291,-13.7188
KRX_CONTINUOUS_AFTERNOON,DS001210,SK하이닉스,0193T0,LONG,10/20,5/10,20,61,53,8,1,32.79,-0.0637,-0.3904,10.43,-3.4236,6.1932,-45387,954613,-4.5387,-15.0102
KRX_CONTINUOUS_AFTERNOON,DS003154,삼성전자,0193W0,LONG,10/20,3/30,20,67,44,23,2,34.33,-0.0587,-0.4072,16.15,-2.5954,5.3840,-45644,954356,-4.5644,-13.8936
KRX_CONTINUOUS_AFTERNOON,DS002337,삼성전자,0193W0,LONG,10/30,5/20,10,83,67,16,2,30.12,-0.0438,-0.4260,15.00,-2.1130,5.7770,-45830,954170,-4.5830,-14.6983
KRX_CONTINUOUS_AFTERNOON,DS000430,삼성전자,0193L0,SHORT,10/30,3/5,20,66,63,3,3,43.94,-0.0692,-0.0586,5.36,-2.0717,2.4162,-46332,953668,-4.6332,-7.8943
KRX_CONTINUOUS_AFTERNOON,DS002687,삼성전자,0193L0,SHORT,10/20,10/20,30,64,53,11,2,39.06,-0.0599,-0.3528,17.89,-3.4744,9.0934,-46718,953282,-4.6718,-13.1921
KRX_CONTINUOUS_AFTERNOON,DS001365,SK하이닉스,0197X0,SHORT,10/30,5/10,10,87,79,8,1,45.98,-0.0469,-0.0700,9.14,-3.4648,3.6874,-47676,952324,-4.7676,-10.9450
KRX_CONTINUOUS_AFTERNOON,DS002328,SK하이닉스,0197X0,SHORT,10/30,5/20,50,45,35,10,2,42.22,-0.0936,-0.5587,15.00,-2.6676,6.1305,-47944,952056,-4.7944,-10.9100
KRX_CONTINUOUS_AFTERNOON,DS000360,SK하이닉스,0197X0,SHORT,5/30,3/5,50,58,51,7,2,29.31,-0.0802,-0.2000,5.10,-3.6804,3.0176,-48152,951848,-4.8152,-11.7958
KRX_CONTINUOUS_AFTERNOON,DS000956,삼성전자,0193L0,SHORT,20/30,3/10,5,53,48,5,2,43.40,-0.0898,-0.1711,9.17,-2.3401,3.4480,-48182,951818,-4.8182,-6.8363
KRX_CONTINUOUS_AFTERNOON,DS004292,SK하이닉스,0197X0,SHORT,20/30,10/30,5,63,39,24,3,38.10,-0.0278,-0.4743,23.43,-4.3038,10.9772,-48314,951686,-4.8314,-13.4647
KRX_CONTINUOUS_AFTERNOON,DS001212,SK하이닉스,0193T0,LONG,10/20,5/10,50,52,45,7,1,34.62,-0.0828,-0.3115,9.62,-3.4236,6.1932,-48385,951615,-4.8385,-11.8080
KRX_CONTINUOUS_AFTERNOON,DS003612,SK하이닉스,0193T0,LONG,10/20,5/30,50,52,36,16,2,42.31,-0.0813,-0.3346,15.31,-3.6294,5.3247,-48411,951589,-4.8411,-14.4186
KRX_CONTINUOUS_AFTERNOON,DS003825,삼성전자,0193W0,LONG,20/30,5/30,10,59,38,21,2,32.20,-0.0688,-0.3913,19.00,-4.3002,5.7796,-48940,951060,-4.8940,-16.2082
KRX_CONTINUOUS_AFTERNOON,DS004548,삼성전자,0193W0,LONG,5/20,20/30,50,64,39,25,3,43.75,-0.0700,-0.2411,17.98,-3.3378,5.3151,-48968,951032,-4.8968,-10.8251
KRX_CONTINUOUS_AFTERNOON,DS001412,SK하이닉스,0197X0,SHORT,20/30,5/10,5,63,56,7,2,41.27,-0.0677,-0.2000,10.19,-3.3472,6.3696,-49429,950571,-4.9429,-13.5117
KRX_CONTINUOUS_AFTERNOON,DS002159,삼성전자,0193L0,SHORT,5/20,5/20,30,71,53,18,1,36.62,-0.0549,-0.2820,16.75,-5.7598,7.8627,-49648,950352,-4.9648,-12.7155
KRX_CONTINUOUS_AFTERNOON,DS002112,삼성전자,0193L0,SHORT,3/20,5/20,50,92,69,23,3,36.96,-0.0399,-0.3628,16.76,-3.5708,8.4022,-49736,950264,-4.9736,-17.7340
KRX_CONTINUOUS_AFTERNOON,DS003983,삼성전자,0193L0,SHORT,5/10,10/30,30,137,85,52,6,37.23,0.0072,-0.3972,22.94,-4.3973,8.6326,-49834,950166,-4.9834,-26.1150
KRX_CONTINUOUS_AFTERNOON,DS002099,삼성전자,0193W0,LONG,3/20,5/20,30,93,72,21,3,31.18,-0.0445,-0.2884,14.23,-2.5875,6.2870,-51404,948596,-5.1404,-14.0774
KRX_CONTINUOUS_AFTERNOON,DS001787,SK하이닉스,0193T0,LONG,5/30,3/20,30,49,36,13,2,28.57,-0.0827,-0.5661,13.24,-4.4879,7.4596,-51452,948548,-5.1452,-15.4143
KRX_CONTINUOUS_AFTERNOON,DS004560,삼성전자,0193L0,SHORT,5/20,20/30,50,79,45,34,3,37.97,-0.0439,-0.2395,21.94,-3.7842,5.9636,-51748,948252,-5.1748,-17.7247
KRX_CONTINUOUS_AFTERNOON,DS001667,삼성전자,0193W0,LONG,5/20,3/20,30,71,60,11,2,30.99,-0.0645,-0.2711,11.30,-2.2034,5.9382,-51816,948184,-5.1816,-11.0990
KRX_CONTINUOUS_AFTERNOON,DS000922,SK하이닉스,0193T0,LONG,20/30,3/10,20,79,71,8,2,37.97,-0.0487,-0.3342,9.70,-8.4276,6.2913,-51844,948156,-5.1844,-14.8565
KRX_CONTINUOUS_AFTERNOON,DS002158,삼성전자,0193L0,SHORT,5/20,5/20,20,71,53,18,1,38.03,-0.0553,-0.2000,16.20,-8.6059,7.8627,-51863,948137,-5.1863,-11.5652
KRX_CONTINUOUS_AFTERNOON,DS001270,SK하이닉스,0197X0,SHORT,3/30,5/10,20,99,83,16,2,39.39,-0.0379,-0.1576,11.03,-8.7366,8.2638,-51917,948083,-5.1917,-15.2599
KRX_CONTINUOUS_AFTERNOON,DS003071,삼성전자,0193L0,SHORT,3/20,3/30,30,84,65,19,3,29.76,-0.0524,-0.4436,16.57,-2.6515,8.0181,-52311,947689,-5.2311,-15.1017
KRX_CONTINUOUS_AFTERNOON,DS000428,삼성전자,0193L0,SHORT,10/30,3/5,5,63,60,3,2,39.68,-0.0831,-0.1407,5.02,-1.6786,2.4162,-52370,947630,-5.2370,-7.5189
KRX_CONTINUOUS_AFTERNOON,DS002110,삼성전자,0193L0,SHORT,3/20,5/20,20,75,59,16,3,34.67,-0.0597,-0.4156,17.09,-3.5708,6.5217,-52389,947611,-5.2389,-13.2120
KRX_CONTINUOUS_AFTERNOON,DS004534,SK하이닉스,0197X0,SHORT,5/20,20/30,20,83,55,28,4,43.37,-0.0464,-0.1085,17.99,-5.0348,6.7617,-52945,947055,-5.2945,-11.8750
KRX_CONTINUOUS_AFTERNOON,DS002840,SK하이닉스,0193T0,LONG,20/30,10/20,5,54,36,18,2,38.89,-0.0633,-0.4254,18.80,-7.9425,7.9681,-53005,946995,-5.3005,-17.3210
KRX_CONTINUOUS_AFTERNOON,DS000960,삼성전자,0193L0,SHORT,20/30,3/10,50,39,35,4,2,41.03,-0.1351,-0.2000,9.46,-2.9240,3.4480,-53056,946944,-5.3056,-7.7606
KRX_CONTINUOUS_AFTERNOON,DS001920,삼성전자,0193L0,SHORT,20/30,3/20,50,39,30,9,2,38.46,-0.1224,-0.3171,17.82,-6.2870,6.0280,-53322,946678,-5.3322,-8.2682
KRX_CONTINUOUS_AFTERNOON,DS001797,SK하이닉스,0197X0,SHORT,5/30,3/20,10,87,65,22,2,39.08,-0.0504,-0.4420,14.20,-3.6804,6.4165,-53461,946539,-5.3461,-12.7688
KRX_CONTINUOUS_AFTERNOON,DS000732,SK하이닉스,0193T0,LONG,10/20,3/10,50,52,45,7,1,30.77,-0.0948,-0.3360,8.85,-3.3127,6.2656,-53739,946261,-5.3739,-11.0191
KRX_CONTINUOUS_AFTERNOON,DS002707,SK하이닉스,0197X0,SHORT,3/30,10/20,NONE,145,108,37,3,39.31,-0.0131,-0.3109,17.34,-4.7013,10.8453,-53909,946091,-5.3909,-21.9860
KRX_CONTINUOUS_AFTERNOON,DS000456,SK하이닉스,0197X0,SHORT,20/30,3/5,50,46,45,1,2,36.96,-0.1166,-0.2000,5.28,-1.8751,3.5838,-54040,945960,-5.4040,-10.7872
KRX_CONTINUOUS_AFTERNOON,DS004304,삼성전자,0193W0,LONG,20/30,10/30,5,47,28,19,1,29.79,-0.0971,-0.4715,22.57,-6.0029,5.5431,-54440,945560,-5.4440,-12.5383
KRX_CONTINUOUS_AFTERNOON,DS003000,SK하이닉스,0197X0,SHORT,5/10,3/30,50,134,98,36,5,34.33,-0.0176,-0.3532,16.49,-3.6688,10.3109,-54456,945544,-5.4456,-17.2937
KRX_CONTINUOUS_AFTERNOON,DS002087,SK하이닉스,0197X0,SHORT,3/20,5/20,30,106,76,30,4,34.91,-0.0277,-0.5104,13.31,-3.5342,9.0640,-54483,945517,-5.4483,-23.3838
KRX_CONTINUOUS_AFTERNOON,DS002239,삼성전자,0193W0,LONG,3/30,5/20,NONE,140,105,35,3,34.29,-0.0245,-0.4299,14.94,-2.2517,6.2870,-54547,945453,-5.4547,-15.9483
